Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Hungary,Cosmetics,Online,M,9/20/2012,132603538,11/6/2012,9188,437.2,263.33,4016993.6,2419476.04,1597517.56
Europe,Czech Republic,Meat,Offline,L,8/6/2011,552276551,9/24/2011,9759,421.89,364.69,4117224.51,3559009.71,558214.8
Europe,Macedonia,Snacks,Offline,M,3/22/2016,163587558,4/19/2016,8048,152.58,97.44,1227963.84,784197.12,443766.72
Europe,Andorra,Baby Food,Offline,M,1/10/2012,415837943,2/23/2012,4543,255.28,159.42,1159737.04,724245.06,435491.98
Europe,Hungary,Baby Food,Offline,H,5/17/2014,398645198,5/26/2014,6828,255.28,159.42,1743051.84,1088519.76,654532.08
Europe,Latvia,Personal Care,Offline,H,11/2/2013,913074433,12/17/2013,7870,81.73,56.67,643215.1,445992.9,197222.2
Europe,Andorra,Fruits,Offline,H,5/27/2014,889125955,6/15/2014,983,9.33,6.92,9171.39,6802.36,2369.03
Europe,Austria,Fruits,Offline,H,8/6/2011,263427960,9/20/2011,3042,9.33,6.92,28381.86,21050.64,7331.22
Europe,Liechtenstein,Meat,Online,H,7/12/2010,730490243,7/14/2010,7151,421.89,364.69,3016935.39,2607898.19,409037.2
Europe,Poland,Cereal,Online,L,11/1/2016,905036389,11/20/2016,9234,205.7,117.11,1899433.8,1081393.74,818040.06
Europe,Montenegro,Clothes,Online,C,3/4/2012,381759297,3/25/2012,9914,109.28,35.84,1083401.92,355317.76,728084.16
Europe,Belarus,Cosmetics,Offline,M,9/2/2011,613166129,10/21/2011,8338,437.2,263.33,3645373.6,2195645.54,1449728.06
Europe,Ukraine,Office Supplies,Offline,M,5/3/2017,181260526,6/3/2017,7872,651.21,524.96,5126325.12,4132485.12,993840
Europe,Georgia,Snacks,Online,C,9/1/2013,264959609,10/18/2013,6291,152.58,97.44,959880.78,612995.04,346885.74
Europe,Malta,Fruits,Online,L,7/31/2010,475176560,9/4/2010,4159,9.33,6.92,38803.47,28780.28,10023.19
Europe,Armenia,Baby Food,Offline,H,1/23/2012,194922626,2/7/2012,791,255.28,159.42,201926.48,126101.22,75825.26
Europe,France,Snacks,Offline,M,7/3/2016,447684133,8/14/2016,8538,152.58,97.44,1302728.04,831942.72,470785.32
Europe,Liechtenstein,Personal Care,Online,H,1/4/2012,527259910,1/11/2012,6779,81.73,56.67,554047.67,384165.93,169881.74
Europe,Hungary,Baby Food,Online,M,8/10/2014,879923617,9/15/2014,7807,255.28,159.42,1992970.96,1244591.94,748379.02
Europe,Portugal,Snacks,Offline,H,3/9/2014,279816472,4/14/2014,2767,152.58,97.44,422188.86,269616.48,152572.38
Europe,Cyprus,Snacks,Online,M,11/5/2012,593018233,12/11/2012,6128,152.58,97.44,935010.24,597112.32,337897.92
Europe,Macedonia,Baby Food,Online,H,9/16/2016,349060380,9/28/2016,3578,255.28,159.42,913391.84,570404.76,342987.08
Europe,Latvia,Household,Offline,C,12/18/2010,863890445,12/25/2010,3235,668.27,502.54,2161853.45,1625716.9,536136.55
Europe,Armenia,Personal Care,Online,C,1/16/2010,667420995,1/18/2010,3559,81.73,56.67,290877.07,201688.53,89188.54
Europe,Montenegro,Vegetables,Offline,H,4/10/2011,842687690,5/26/2011,8869,154.06,90.93,1366358.14,806458.17,559899.97
Europe,San Marino,Beverages,Offline,L,1/2/2012,772893178,1/2/2012,5122,47.45,31.79,243038.9,162828.38,80210.52
Europe,Czech Republic,Snacks,Online,M,7/5/2011,789484250,7/30/2011,4789,152.58,97.44,730705.62,466640.16,264065.46
Europe,Vatican City,Personal Care,Offline,M,5/24/2012,336111962,6/16/2012,1854,81.73,56.67,151527.42,105066.18,46461.24
Europe,San Marino,Household,Offline,H,12/9/2015,821131742,12/9/2015,9985,668.27,502.54,6672675.95,5017861.9,1654814.05
Europe,Liechtenstein,Household,Online,M,4/27/2014,679108560,6/11/2014,2169,668.27,502.54,1449477.63,1090009.26,359468.37
Europe,Lithuania,Personal Care,Offline,L,4/19/2011,129875409,4/26/2011,1875,81.73,56.67,153243.75,106256.25,46987.5
Europe,Ireland,Fruits,Offline,H,3/12/2015,155914723,3/29/2015,7486,9.33,6.92,69844.38,51803.12,18041.26
Europe,Spain,Fruits,Online,H,10/9/2011,753166282,11/25/2011,7495,9.33,6.92,69928.35,51865.4,18062.95
Europe,Andorra,Cereal,Offline,M,3/20/2015,443347108,4/9/2015,5116,205.7,117.11,1052361.2,599134.76,453226.44
Europe,Iceland,Office Supplies,Online,C,6/19/2013,527509677,7/10/2013,691,651.21,524.96,449986.11,362747.36,87238.75
Europe,Ireland,Beverages,Offline,H,9/20/2016,416953313,10/29/2016,4606,47.45,31.79,218554.7,146424.74,72129.96
Europe,Bosnia and Herzegovina,Cereal,Online,C,3/30/2011,639126908,5/10/2011,710,205.7,117.11,146047,83148.1,62898.9
Europe,Belarus,Beverages,Online,L,6/3/2014,879405200,7/20/2014,4396,47.45,31.79,208590.2,139748.84,68841.36
Europe,Slovenia,Beverages,Offline,H,3/17/2010,844105184,4/20/2010,8337,47.45,31.79,395590.65,265033.23,130557.42
Europe,Netherlands,Fruits,Offline,C,9/20/2013,127838218,10/29/2013,9024,9.33,6.92,84193.92,62446.08,21747.84
Europe,Belgium,Snacks,Online,M,11/22/2010,881717050,12/23/2010,8524,152.58,97.44,1300591.92,830578.56,470013.36
Europe,Macedonia,Household,Offline,L,10/13/2015,905509746,10/20/2015,9311,668.27,502.54,6222261.97,4679149.94,1543112.03
Europe,Liechtenstein,Baby Food,Online,H,6/22/2012,720878922,8/1/2012,2948,255.28,159.42,752565.44,469970.16,282595.28
Europe,Italy,Personal Care,Offline,L,11/14/2012,306256616,11/18/2012,6993,81.73,56.67,571537.89,396293.31,175244.58
Europe,Spain,Cereal,Offline,M,1/4/2015,392252957,2/22/2015,5222,205.7,117.11,1074165.4,611548.42,462616.98
Europe,Norway,Cosmetics,Offline,C,3/14/2014,746563756,4/12/2014,3661,437.2,263.33,1600589.2,964051.13,636538.07
Europe,Bulgaria,Household,Online,C,3/21/2014,129902875,4/24/2014,2,668.27,502.54,1336.54,1005.08,331.46
Europe,San Marino,Beverages,Offline,M,5/10/2014,595395314,5/30/2014,9559,47.45,31.79,453574.55,303880.61,149693.94
Europe,Denmark,Fruits,Online,L,3/4/2011,272425591,3/21/2011,5641,9.33,6.92,52630.53,39035.72,13594.81
Europe,Germany,Baby Food,Offline,H,11/27/2013,596166074,1/13/2014,7644,255.28,159.42,1951360.32,1218606.48,732753.84
Europe,Netherlands,Beverages,Offline,C,10/18/2012,906345736,11/21/2012,6699,47.45,31.79,317867.55,212961.21,104906.34
Europe,Germany,Cosmetics,Offline,M,2/26/2012,385340154,3/18/2012,9569,437.2,263.33,4183566.8,2519804.77,1663762.03
Europe,Sweden,Cosmetics,Offline,H,6/3/2012,679039466,7/5/2012,1723,437.2,263.33,753295.6,453717.59,299578.01
Europe,San Marino,Baby Food,Offline,L,2/15/2011,587799727,3/27/2011,1856,255.28,159.42,473799.68,295883.52,177916.16
Europe,Georgia,Snacks,Offline,L,1/22/2017,341398274,3/7/2017,6191,152.58,97.44,944622.78,603251.04,341371.74
Europe,Greece,Fruits,Offline,H,6/14/2015,516994559,6/20/2015,9034,9.33,6.92,84287.22,62515.28,21771.94
Europe,Slovenia,Office Supplies,Online,H,4/9/2010,483981502,5/4/2010,9736,651.21,524.96,6340180.56,5111010.56,1229170
Europe,Slovakia,Cosmetics,Online,H,5/30/2015,549187934,7/17/2015,5769,437.2,263.33,2522206.8,1519150.77,1003056.03
Europe,Macedonia,Clothes,Online,M,4/22/2015,989403665,5/25/2015,5386,109.28,35.84,588582.08,193034.24,395547.84
Europe,Lithuania,Household,Online,H,1/25/2012,516635358,2/26/2012,2738,668.27,502.54,1829723.26,1375954.52,453768.74
Europe,Belarus,Clothes,Offline,M,6/8/2015,173122918,7/25/2015,9773,109.28,35.84,1067993.44,350264.32,717729.12
Europe,Ireland,Beverages,Online,C,7/14/2014,357482516,7/28/2014,5875,47.45,31.79,278768.75,186766.25,92002.5
Europe,Slovenia,Fruits,Online,L,1/18/2010,756252324,2/9/2010,723,9.33,6.92,6745.59,5003.16,1742.43
Europe,Monaco,Clothes,Offline,H,11/16/2016,926763570,11/25/2016,8790,109.28,35.84,960571.2,315033.6,645537.6
Europe,Croatia,Household,Online,M,10/28/2013,107651269,11/11/2013,5258,668.27,502.54,3513763.66,2642355.32,871408.34
Europe,Andorra,Beverages,Online,H,8/19/2010,425547969,9/11/2010,7955,47.45,31.79,377464.75,252889.45,124575.3
Europe,Estonia,Clothes,Offline,L,1/24/2016,264928710,1/27/2016,7147,109.28,35.84,781024.16,256148.48,524875.68
Europe,Andorra,Beverages,Offline,L,1/13/2010,861180341,2/20/2010,1255,47.45,31.79,59549.75,39896.45,19653.3
Europe,Ireland,Beverages,Offline,M,6/10/2011,580569350,7/3/2011,2227,47.45,31.79,105671.15,70796.33,34874.82
Europe,Serbia,Vegetables,Offline,M,2/25/2013,559417665,2/28/2013,2973,154.06,90.93,458020.38,270334.89,187685.49
Europe,Liechtenstein,Household,Online,C,8/21/2015,184976994,9/21/2015,7658,668.27,502.54,5117611.66,3848451.32,1269160.34
Europe,Cyprus,Beverages,Online,M,12/8/2013,874349772,1/4/2014,8383,47.45,31.79,397773.35,266495.57,131277.78
Europe,Andorra,Household,Online,H,11/15/2016,713009965,12/16/2016,4348,668.27,502.54,2905637.96,2185043.92,720594.04
Europe,Andorra,Baby Food,Online,M,10/24/2016,569941365,11/26/2016,7170,255.28,159.42,1830357.6,1143041.4,687316.2
Europe,Malta,Household,Online,H,9/9/2010,845067346,9/13/2010,3062,668.27,502.54,2046242.74,1538777.48,507465.26
Europe,Czech Republic,Fruits,Offline,M,11/24/2014,774926936,11/27/2014,6956,9.33,6.92,64899.48,48135.52,16763.96
Europe,Hungary,Baby Food,Online,H,5/6/2011,217920958,6/25/2011,6509,255.28,159.42,1661617.52,1037664.78,623952.74
Europe,Lithuania,Clothes,Online,C,2/6/2013,523836123,3/22/2013,3605,109.28,35.84,393954.4,129203.2,264751.2
Europe,Ukraine,Vegetables,Online,C,11/6/2011,446019017,11/25/2011,5794,154.06,90.93,892623.64,526848.42,365775.22
Europe,Luxembourg,Clothes,Online,H,5/14/2011,475992381,5/26/2011,5578,109.28,35.84,609563.84,199915.52,409648.32
Europe,Serbia,Office Supplies,Offline,C,3/1/2017,410514724,4/10/2017,9284,651.21,524.96,6045833.64,4873728.64,1172105
Europe,Germany,Personal Care,Offline,C,3/14/2010,938209950,3/16/2010,6028,81.73,56.67,492668.44,341606.76,151061.68
Europe,Ukraine,Clothes,Offline,H,9/27/2016,747955071,10/25/2016,5382,109.28,35.84,588144.96,192890.88,395254.08
Europe,Andorra,Clothes,Offline,L,5/14/2017,923160398,6/15/2017,2531,109.28,35.84,276587.68,90711.04,185876.64
Europe,Monaco,Office Supplies,Online,H,10/20/2012,754227149,11/24/2012,1429,651.21,524.96,930579.09,750167.84,180411.25
Europe,Norway,Baby Food,Offline,L,2/24/2013,357943856,3/17/2013,2396,255.28,159.42,611650.88,381970.32,229680.56
Europe,Ireland,Cosmetics,Online,M,1/28/2011,815917098,2/13/2011,6856,437.2,263.33,2997443.2,1805390.48,1192052.72
Europe,Monaco,Clothes,Offline,L,1/2/2011,626011979,1/11/2011,9711,109.28,35.84,1061218.08,348042.24,713175.84
Europe,Bosnia and Herzegovina,Baby Food,Online,M,4/1/2015,640295922,4/3/2015,6647,255.28,159.42,1696846.16,1059664.74,637181.42
Europe,Romania,Snacks,Online,C,1/11/2010,653920686,1/18/2010,8517,152.58,97.44,1299523.86,829896.48,469627.38
Europe,Sweden,Fruits,Online,M,1/10/2017,994504153,1/13/2017,4734,9.33,6.92,44168.22,32759.28,11408.94
Europe,Czech Republic,Meat,Offline,M,5/9/2017,920011270,6/12/2017,634,421.89,364.69,267478.26,231213.46,36264.8
Europe,Bosnia and Herzegovina,Vegetables,Online,M,11/25/2013,523707807,12/16/2013,5633,154.06,90.93,867819.98,512208.69,355611.29
Europe,Belgium,Fruits,Online,L,10/17/2013,791692674,11/24/2013,8310,9.33,6.92,77532.3,57505.2,20027.1
Europe,Sweden,Vegetables,Online,C,1/7/2012,715863835,1/26/2012,8872,154.06,90.93,1366820.32,806730.96,560089.36
Europe,Albania,Cosmetics,Offline,C,8/23/2010,694914710,9/25/2010,9560,437.2,263.33,4179632,2517434.8,1662197.2
Europe,Macedonia,Baby Food,Online,M,11/21/2015,525472486,11/23/2015,7840,255.28,159.42,2001395.2,1249852.8,751542.4
Europe,Georgia,Fruits,Online,L,10/28/2012,496826493,12/11/2012,855,9.33,6.92,7977.15,5916.6,2060.55
Europe,Liechtenstein,Cereal,Online,L,1/1/2010,940682303,2/9/2010,7652,205.7,117.11,1574016.4,896125.72,677890.68
Europe,Norway,Fruits,Offline,C,10/6/2014,381774747,10/23/2014,4486,9.33,6.92,41854.38,31043.12,10811.26
Europe,Ireland,Vegetables,Online,H,12/2/2015,934718358,12/16/2015,2789,154.06,90.93,429673.34,253603.77,176069.57
Europe,Romania,Meat,Offline,C,3/23/2012,741690289,5/10/2012,1494,421.89,364.69,630303.66,544846.86,85456.8
Europe,Serbia,Clothes,Offline,L,1/12/2010,393842971,1/31/2010,5742,109.28,35.84,627485.76,205793.28,421692.48
Europe,Ireland,Household,Offline,H,5/21/2012,143414771,6/3/2012,8473,668.27,502.54,5662251.71,4258021.42,1404230.29
Europe,Portugal,Snacks,Offline,C,6/26/2010,272361218,7/3/2010,6592,152.58,97.44,1005807.36,642324.48,363482.88
Europe,Lithuania,Vegetables,Online,M,5/1/2017,146349751,6/13/2017,6999,154.06,90.93,1078265.94,636419.07,441846.87
Europe,Georgia,Meat,Offline,C,2/22/2017,104190576,3/12/2017,1162,421.89,364.69,490236.18,423769.78,66466.4
Europe,Poland,Cereal,Online,C,11/6/2013,332268464,12/14/2013,4477,205.7,117.11,920918.9,524301.47,396617.43
Europe,Spain,Meat,Online,M,11/15/2013,459277713,12/4/2013,9336,421.89,364.69,3938765.04,3404745.84,534019.2
Europe,Romania,Fruits,Offline,L,7/24/2010,665786778,8/15/2010,9958,9.33,6.92,92908.14,68909.36,23998.78
Europe,Latvia,Baby Food,Online,L,9/1/2010,917485272,10/3/2010,3136,255.28,159.42,800558.08,499941.12,300616.96
Europe,Ireland,Personal Care,Offline,L,4/28/2012,547225844,5/30/2012,5143,81.73,56.67,420337.39,291453.81,128883.58
Europe,Switzerland,Household,Offline,L,7/19/2015,869291770,8/21/2015,1607,668.27,502.54,1073909.89,807581.78,266328.11
Europe,Romania,Clothes,Offline,L,1/12/2017,709276759,3/1/2017,9610,109.28,35.84,1050180.8,344422.4,705758.4
Europe,Albania,Beverages,Online,C,10/9/2012,877062451,10/29/2012,1124,47.45,31.79,53333.8,35731.96,17601.84
Europe,Slovenia,Baby Food,Online,L,10/28/2016,111893022,12/2/2016,486,255.28,159.42,124066.08,77478.12,46587.96
Europe,Slovakia,Beverages,Online,M,10/29/2014,397874438,12/1/2014,8743,47.45,31.79,414855.35,277939.97,136915.38
Europe,Bulgaria,Clothes,Offline,C,3/2/2010,520777547,4/15/2010,8504,109.28,35.84,929317.12,304783.36,624533.76
Europe,Vatican City,Household,Online,C,6/27/2014,672856652,8/3/2014,2091,668.27,502.54,1397352.57,1050811.14,346541.43
Europe,Kosovo,Office Supplies,Online,L,5/15/2014,353383243,6/9/2014,2809,651.21,524.96,1829248.89,1474612.64,354636.25
Europe,Croatia,Office Supplies,Offline,L,11/21/2012,354667699,12/29/2012,2908,651.21,524.96,1893718.68,1526583.68,367135
Europe,Switzerland,Snacks,Online,L,3/20/2012,214292466,4/13/2012,2758,152.58,97.44,420815.64,268739.52,152076.12
Europe,Portugal,Household,Offline,H,2/18/2015,655287110,2/22/2015,2873,668.27,502.54,1919939.71,1443797.42,476142.29
Europe,Liechtenstein,Baby Food,Online,H,1/18/2015,295787847,2/16/2015,9052,255.28,159.42,2310794.56,1443069.84,867724.72
Europe,Kosovo,Baby Food,Offline,L,6/10/2012,263852393,6/29/2012,8641,255.28,159.42,2205874.48,1377548.22,828326.26
Europe,Russia,Fruits,Offline,H,3/24/2013,578666484,4/11/2013,9127,9.33,6.92,85154.91,63158.84,21996.07
Europe,Denmark,Personal Care,Offline,C,6/18/2014,597839343,7/26/2014,2802,81.73,56.67,229007.46,158789.34,70218.12
Europe,Romania,Cosmetics,Offline,M,12/12/2011,299335229,12/24/2011,8801,437.2,263.33,3847797.2,2317567.33,1530229.87
Europe,Vatican City,Vegetables,Offline,L,1/10/2016,700069701,1/21/2016,5037,154.06,90.93,776000.22,458014.41,317985.81
Europe,Ukraine,Household,Online,H,7/28/2010,741866242,9/13/2010,3562,668.27,502.54,2380377.74,1790047.48,590330.26
Europe,Bulgaria,Snacks,Offline,L,3/1/2010,211344611,3/23/2010,422,152.58,97.44,64388.76,41119.68,23269.08
Europe,San Marino,Personal Care,Offline,H,9/29/2015,625751483,10/1/2015,2624,81.73,56.67,214459.52,148702.08,65757.44
Europe,Serbia,Fruits,Online,C,9/26/2015,665817677,10/10/2015,9102,9.33,6.92,84921.66,62985.84,21935.82
Europe,Russia,Baby Food,Offline,L,9/20/2010,996754205,9/22/2010,574,255.28,159.42,146530.72,91507.08,55023.64
Europe,Germany,Cereal,Online,H,11/10/2014,734189975,11/29/2014,1984,205.7,117.11,408108.8,232346.24,175762.56
Europe,Belarus,Beverages,Online,L,10/3/2010,935789954,11/18/2010,9898,47.45,31.79,469660.1,314657.42,155002.68
Europe,Germany,Cereal,Online,M,1/23/2011,104008615,2/22/2011,7315,205.7,117.11,1504695.5,856659.65,648035.85
Europe,Belarus,Beverages,Online,H,3/24/2017,122967326,4/25/2017,7619,47.45,31.79,361521.55,242208.01,119313.54
Europe,Montenegro,Cereal,Offline,M,6/6/2010,305616748,7/1/2010,7642,205.7,117.11,1571959.4,894954.62,677004.78
Europe,Malta,Office Supplies,Offline,M,5/5/2011,243070638,5/22/2011,8858,651.21,524.96,5768418.18,4650095.68,1118322.5
Europe,Bulgaria,Clothes,Offline,L,5/4/2010,505867040,6/12/2010,6153,109.28,35.84,672399.84,220523.52,451876.32
Europe,France,Cosmetics,Online,C,3/20/2014,637188422,4/29/2014,7069,437.2,263.33,3090566.8,1861479.77,1229087.03
Europe,San Marino,Cereal,Online,H,10/22/2016,518421494,10/22/2016,1296,205.7,117.11,266587.2,151774.56,114812.64
Europe,United Kingdom,Fruits,Offline,M,3/27/2013,104245078,4/21/2013,7290,9.33,6.92,68015.7,50446.8,17568.9
Europe,Spain,Vegetables,Online,C,12/16/2010,386319911,1/2/2011,9501,154.06,90.93,1463724.06,863925.93,599798.13
Europe,Cyprus,Baby Food,Online,M,3/17/2016,740300261,4/23/2016,153,255.28,159.42,39057.84,24391.26,14666.58
Europe,Macedonia,Office Supplies,Offline,C,7/17/2017,747826755,7/22/2017,7410,651.21,524.96,4825466.1,3889953.6,935512.5
Europe,Romania,Personal Care,Offline,M,12/21/2012,215540015,12/24/2012,1935,81.73,56.67,158147.55,109656.45,48491.1
Europe,Kosovo,Vegetables,Offline,C,7/23/2017,975080668,8/20/2017,6893,154.06,90.93,1061935.58,626780.49,435155.09
Europe,Bosnia and Herzegovina,Baby Food,Online,L,10/9/2012,638041150,11/28/2012,9410,255.28,159.42,2402184.8,1500142.2,902042.6
Europe,Greece,Cosmetics,Online,C,5/22/2010,583089339,6/26/2010,7948,437.2,263.33,3474865.6,2092946.84,1381918.76
Europe,Norway,Snacks,Online,M,2/19/2016,118086564,3/13/2016,3293,152.58,97.44,502445.94,320869.92,181576.02
Europe,Malta,Baby Food,Offline,C,4/27/2015,296073234,6/4/2015,3504,255.28,159.42,894501.12,558607.68,335893.44
Europe,Poland,Snacks,Online,M,1/9/2013,968185460,2/3/2013,6448,152.58,97.44,983835.84,628293.12,355542.72
Europe,Kosovo,Baby Food,Offline,M,9/13/2012,364854514,10/3/2012,7413,255.28,159.42,1892390.64,1181780.46,710610.18
Europe,Luxembourg,Cosmetics,Online,C,9/6/2013,980961358,10/8/2013,7120,437.2,263.33,3112864,1874909.6,1237954.4
Europe,France,Fruits,Offline,C,4/9/2014,601886260,5/27/2014,374,9.33,6.92,3489.42,2588.08,901.34
Europe,Poland,Household,Online,L,4/27/2011,321628463,5/14/2011,5864,668.27,502.54,3918735.28,2946894.56,971840.72
Europe,Portugal,Meat,Online,L,1/30/2014,944609057,3/16/2014,9666,421.89,364.69,4077988.74,3525093.54,552895.2
Europe,Malta,Cosmetics,Offline,H,12/14/2012,310588920,1/6/2013,9018,437.2,263.33,3942669.6,2374709.94,1567959.66
Europe,Armenia,Meat,Offline,M,6/2/2015,251208674,7/19/2015,7084,421.89,364.69,2988668.76,2583463.96,405204.8
Europe,Greece,Fruits,Online,L,10/31/2015,488316380,11/18/2015,2523,9.33,6.92,23539.59,17459.16,6080.43
Europe,Vatican City,Clothes,Online,M,3/23/2012,263647687,3/30/2012,8064,109.28,35.84,881233.92,289013.76,592220.16
Europe,Switzerland,Personal Care,Offline,H,4/19/2014,653800523,4/23/2014,2958,81.73,56.67,241757.34,167629.86,74127.48
Europe,Sweden,Cosmetics,Online,L,8/24/2013,684239947,8/31/2013,661,437.2,263.33,288989.2,174061.13,114928.07
Europe,Vatican City,Personal Care,Online,H,1/27/2016,133276450,3/15/2016,8318,81.73,56.67,679830.14,471381.06,208449.08
Europe,Moldova ,Personal Care,Offline,L,2/17/2014,838895261,2/19/2014,6605,81.73,56.67,539826.65,374305.35,165521.3
Europe,Denmark,Meat,Online,C,11/26/2011,198537814,12/19/2011,606,421.89,364.69,255665.34,221002.14,34663.2
Europe,Slovenia,Meat,Online,M,10/10/2015,885397469,11/18/2015,7642,421.89,364.69,3224083.38,2786960.98,437122.4
Europe,Hungary,Personal Care,Offline,H,10/16/2014,302744853,11/2/2014,7785,81.73,56.67,636268.05,441175.95,195092.1
Europe,Greece,Office Supplies,Online,L,3/11/2014,975823962,4/8/2014,6850,651.21,524.96,4460788.5,3595976,864812.5
Europe,Denmark,Cosmetics,Offline,M,12/27/2013,860104024,12/30/2013,2749,437.2,263.33,1201862.8,723894.17,477968.63
Europe,Montenegro,Cosmetics,Offline,M,11/16/2012,378714883,12/16/2012,9005,437.2,263.33,3936986,2371286.65,1565699.35
Europe,France,Personal Care,Offline,C,3/13/2017,131585586,4/13/2017,7954,81.73,56.67,650080.42,450753.18,199327.24
Europe,Greece,Personal Care,Online,L,9/11/2011,588528859,10/12/2011,7623,81.73,56.67,623027.79,431995.41,191032.38
Europe,Macedonia,Meat,Online,L,2/12/2017,796418511,3/23/2017,6791,421.89,364.69,2865054.99,2476609.79,388445.2
Europe,Kosovo,Cosmetics,Online,M,6/3/2011,526018369,6/21/2011,9379,437.2,263.33,4100498.8,2469772.07,1630726.73
Europe,Montenegro,Beverages,Offline,C,4/27/2017,122144210,5/24/2017,4041,47.45,31.79,191745.45,128463.39,63282.06
Europe,Belarus,Office Supplies,Offline,H,7/6/2016,644592607,7/31/2016,8131,651.21,524.96,5294988.51,4268449.76,1026538.75
Europe,Moldova ,Fruits,Online,H,11/3/2014,598404109,11/18/2014,9929,9.33,6.92,92637.57,68708.68,23928.89
Europe,Czech Republic,Personal Care,Online,C,4/22/2012,577530944,5/15/2012,3095,81.73,56.67,252954.35,175393.65,77560.7
Europe,Finland,Fruits,Offline,H,1/12/2016,182078921,2/14/2016,54,9.33,6.92,503.82,373.68,130.14
Europe,Serbia,Baby Food,Online,H,3/22/2014,302015721,4/17/2014,2018,255.28,159.42,515155.04,321709.56,193445.48
Europe,Latvia,Clothes,Offline,M,9/28/2014,233709084,10/16/2014,8566,109.28,35.84,936092.48,307005.44,629087.04
Europe,Estonia,Meat,Offline,M,8/25/2010,966800153,9/10/2010,6505,421.89,364.69,2744394.45,2372308.45,372086
Europe,Bulgaria,Clothes,Online,H,4/24/2014,380498874,5/13/2014,6927,109.28,35.84,756982.56,248263.68,508718.88
Europe,Luxembourg,Personal Care,Offline,M,12/7/2011,595385873,12/21/2011,6765,81.73,56.67,552903.45,383372.55,169530.9
Europe,Luxembourg,Cereal,Online,L,6/30/2012,361659038,8/3/2012,1801,205.7,117.11,370465.7,210915.11,159550.59
Europe,Kosovo,Baby Food,Online,L,12/14/2016,328721082,12/18/2016,4728,255.28,159.42,1206963.84,753737.76,453226.08
Europe,Denmark,Clothes,Offline,H,10/27/2014,184120833,10/31/2014,4301,109.28,35.84,470013.28,154147.84,315865.44
Europe,Liechtenstein,Vegetables,Offline,H,8/14/2016,933720576,10/1/2016,7523,154.06,90.93,1158993.38,684066.39,474926.99
Europe,Latvia,Cosmetics,Online,H,3/14/2014,765101468,4/6/2014,9382,437.2,263.33,4101810.4,2470562.06,1631248.34
Europe,Armenia,Household,Offline,M,9/3/2012,516460692,9/24/2012,1051,668.27,502.54,702351.77,528169.54,174182.23
Europe,Ukraine,Meat,Offline,H,4/25/2017,783594977,5/1/2017,2022,421.89,364.69,853061.58,737403.18,115658.4
Europe,Romania,Snacks,Online,L,4/3/2016,406270396,5/19/2016,3293,152.58,97.44,502445.94,320869.92,181576.02
Europe,Kosovo,Vegetables,Online,L,1/13/2010,805095136,1/20/2010,4396,154.06,90.93,677247.76,399728.28,277519.48
Europe,United Kingdom,Cereal,Online,M,10/1/2011,985417258,10/21/2011,5720,205.7,117.11,1176604,669869.2,506734.8
Europe,Serbia,Cereal,Offline,M,6/15/2013,443125665,7/9/2013,9586,205.7,117.11,1971840.2,1122616.46,849223.74
Europe,Belgium,Beverages,Online,L,6/23/2014,931477820,7/19/2014,3841,47.45,31.79,182255.45,122105.39,60150.06
Europe,United Kingdom,Personal Care,Offline,H,12/23/2013,387098824,1/4/2014,9999,81.73,56.67,817218.27,566643.33,250574.94
Europe,Denmark,Meat,Offline,M,8/12/2012,595922315,9/4/2012,5510,421.89,364.69,2324613.9,2009441.9,315172
Europe,Slovakia,Office Supplies,Online,M,3/23/2016,653909957,4/6/2016,5342,651.21,524.96,3478763.82,2804336.32,674427.5
Europe,Serbia,Beverages,Offline,H,8/11/2012,103435266,9/18/2012,7648,47.45,31.79,362897.6,243129.92,119767.68
Europe,Sweden,Meat,Offline,L,12/12/2016,863202941,12/13/2016,9787,421.89,364.69,4129037.43,3569221.03,559816.4
Europe,Cyprus,Clothes,Offline,M,3/8/2014,396552217,4/24/2014,7468,109.28,35.84,816103.04,267653.12,548449.92
Europe,United Kingdom,Cosmetics,Offline,M,5/6/2015,801352488,5/23/2015,6864,437.2,263.33,3000940.8,1807497.12,1193443.68
Europe,Luxembourg,Fruits,Online,H,10/7/2011,479234206,11/14/2011,4906,9.33,6.92,45772.98,33949.52,11823.46
Europe,Romania,Meat,Offline,M,2/19/2010,627003753,3/26/2010,3199,421.89,364.69,1349626.11,1166643.31,182982.8
Europe,France,Fruits,Offline,C,3/12/2017,393709933,4/25/2017,6373,9.33,6.92,59460.09,44101.16,15358.93
Europe,Latvia,Beverages,Offline,L,2/20/2016,136624276,3/8/2016,9014,47.45,31.79,427714.3,286555.06,141159.24
Europe,United Kingdom,Clothes,Online,L,9/3/2010,251823222,10/1/2010,8942,109.28,35.84,977181.76,320481.28,656700.48
Europe,Macedonia,Baby Food,Offline,H,4/1/2014,200354850,5/4/2014,8307,255.28,159.42,2120610.96,1324301.94,796309.02
Europe,Germany,Meat,Offline,H,5/2/2017,692757356,5/12/2017,1151,421.89,364.69,485595.39,419758.19,65837.2
Europe,Liechtenstein,Baby Food,Offline,L,10/12/2012,651895511,11/1/2012,9223,255.28,159.42,2354447.44,1470330.66,884116.78
